station_id,station,lat,long
543,American Legion Hwy at Hyde Park Ave,42.27265394101898,-71.119903922081
544,Old Morse Park at Putnam Ave,42.35766247889882,-71.1084133386612
545,Morton St at Gallivan Blvd,42.278747,-71.080286
546,Cleary Sq,42.2556,-71.12444
547,606 American Legion Hwy at Canterbury St,42.28578,-71.109725
548,555 Metropolitan Ave,42.2681,-71.11924
549,Valenti Way at Haverhill St,42.36473898691789,-71.05934903025626
550,Somerville High School & Central Library,42.3864,-71.09601
553,Cambridge Crossing at North First Street,42.371141,-71.076198
554,Forsyth St at Huntington Ave,42.339202,-71.090511
555,Hyde Park Library,42.2568376,-71.122509
556,Ross Playground,42.2645666,-71.1145523
557,Galileo Galilei Way at Fulkerson St/Binney St,42.3664204,-71.0885418
558,St. Alphonsus St at Tremont St,42.33329254719182,-71.10124647617339
559,Centre St at Commonwealth Ave,42.3362358,-71.1934421
560,Flat 9 at Whittier,42.33420351352245,-71.08767616843123
561,Pier 4 Blvd at Autumn Ln,42.3502102,-71.0446705
562,Hawthorne Boulevard,42.5223714,-70.8903331
563,Addison St at Saratoga St,42.38518146513944,-71.0151367
564,Raymond Park at Walden St,42.38736953747185,-71.12761001482795
565,Wellington MBTA,42.4023682,-71.07573182424781
566,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669
567,Brighton Ave at Linden St,42.3528376,-71.1296752
568,Shawmut Ave at Lenox St,42.33584612997077,-71.08038157224655
569,Hood Park,42.38004534693313,-71.0730457305908
570,Salem State University - North Campus,42.503332,-70.891444
571,Forest River Park,42.506395,-70.88693
572,Essex St at Dalton Parkway,42.516223,-70.905535
573,Salem MBTA - Lower Level,42.523994,-70.89684
574,Community Life Center,42.520136,-70.906271
575,Goodhue St at Grove St,42.520897,-70.910528
576,Main St at Brooks Park,42.411709,-71.110444
577,Medford Sq - Riverside Ave at River St,42.417724,-71.108102
578,Tufts Sq - Main St at Medford St,42.401697,-71.106128
582,Gore Street at Lambert Street,42.373079797934935,-71.08634233665725
583,Broad Canal Way at Third Street,42.36304549626695,-71.08287078916874
584,Malden Center T Station,42.426541,-71.073179
585,Northern Strand at Main St,42.42386,-71.067793
586,Gramsdorf Playground,42.408156,-71.0429
587,Malden High School,42.426537658440544,-71.06393694877625
589,North St at Liberty Hill Ave,42.52989964975891,-70.90614259243011
590,John Ahern Field at Kennedy-Longfellow School,42.36903566594827,-71.08630959910442
591,515 Somerville Ave (Temp. Winter Location),42.38322726839113,-71.10606908798218
